name,username,created_at,description,protected,id,verified,lower_name,SQ_CANDIDATO,instagram_url,n_instagram,twitter_url,twitter_user,n_twitter,same,followers_count,following_count,tweet_count,listed_count,days_created,digits_name,digits_desc
Karlos Cabral,KarlosCabral,2009-07-22T21:52:40.000Z,"Deputado estadual por Goiás, PSB. Um cidadão que luta por um mundo melhor e pelo bem comum através de sua atuação profissional e política.",0,59261514,0,karloscabral,90001605405,https://www.instagram.com/karloscabral,1,https://www.twitter.com/karloscabral,karloscabral,1,1,2207,226,8014,29,4774.0884259259265,0.0,0.0
Altineu Côrtes,altineucortesrj,2020-01-28T19:48:07.000Z,"🗳Eleito Deputado Federal-RJ 🇧🇷Presidente do PL-RJ 💙Pai do Altineu, do Leonardo e da Brenda 🔴⚫ Rubro Negro",0,1222244943030312960,0,altineucortesrj,190001596785,https://instagram.com/altineucortesrj?igshid=YmMyMTA2M2Y=,1,https://mobile.twitter.com/Altineu,altineu,1,0,113,187,11,15,932.1749189814815,0.0,0.0
Jonathan Rodrigues,Jonathanjeanr,2017-10-01T22:16:44.000Z,"👨🏻‍💼 Pré-candidato a Dep.Federal RS                           Sem medo, viva! insta: jonathanjeanr",0,914615087473840129,0,jonathanjeanr,210001647868,https://www.instagram.com/jonathanjeanr/,1,https://twitter.com/Jonathanjeanr,jonathanjeanr,1,1,17,1,4,0,1781.071712962963,0.0,0.0
João Victor,joaocoser,2009-04-13T06:39:16.000Z,,0,30822135,0,joaocoser,80001719711,https://instagram.com/joaocoser,1,https://twiter.com/joaocoser,joaocoser,1,1,49,0,417,0,4874.722731481482,0.0,0.0
Jandyra Uehara Alves,JandyraUeharaPT,2021-09-05T22:13:55.000Z,"Secretária licenciada de Políticas Sociais e Direitos Humanos da CUT, diretório nacional do PT.",0,1434640736092295172,0,jandyraueharapt,250001611740,https://instagram.com/JandyraUeharaPT,1,https://twitter.com/JandyraUeharaPT,jandyraueharapt,1,1,258,397,559,3,346.0736689814815,0.0,0.0
paulo caleffi,PauloCaleffi,2022-03-06T20:48:51.000Z,,0,1500574091123859464,0,paulocaleffi,210001614007,https://www.instagram.com/paulocaleffi/,1,https://twitter.com/@PauloCaleffi1,paulocaleffi1,1,0,1,10,0,0,164.13274305555555,0.0,0.0
Giovani Feltes,GiovaniFeltes,2011-07-12T19:50:07.000Z,Deputado Federal,0,334238048,0,giovanifeltes,210001647867,https://www.instagram.com/giovanifeltes/,1,https://twitter.com/giovanifeltes,giovanifeltes,1,1,2824,331,2471,82,4054.1735300925925,0.0,0.0
Professor Joziel,professorjoziel,2018-08-17T20:28:18.000Z,Meritiense e candidato à reeleição para deputado  federal pelo Partido Patriota/RJ.,0,1030551918127529990,1,professorjoziel,190001638626,https://instagram.com/professorjoziel?igshid=nmymta2m2y=,1,https://twitter.com/professorjoziel?s=214t=ighplyksln,professorjoziel,1,1,3950,56,226,77,1461.147013888889,0.0,0.0
Dalirio Beber,daliriobeber,2009-08-21T21:43:18.000Z,,0,67727412,0,daliriobeber,240001679806,https://www.instagram.com/daliriobeber/,1,https://mobile.twitter.com/daliriobeber,daliriobeber,1,1,857,28,18,31,4744.094930555556,0.0,0.0
Luis Carlos Heinze,Heinzeoficial,2009-07-17T13:53:23.000Z,1️⃣1️⃣ Candidato a Gov. do Rio Grande 🌾 Eng. agrônomo e produtor rural. 👨🏻‍💼 Deputado Federal por cinco mandatos 🥇Senador mais votado do RS.,0,57648137,1,heinzeoficial,210001619618,https://www.instagram/@heinzeoficial,1,https://www.twitter/heinzeoficial,heinzeoficial,1,1,58068,1066,12705,389,4779.4212615740735,0.0,0.0
Cleber Broch,CleberBroch,2021-01-27T20:35:49.000Z,"Empresário da cidade de Mauá, pai do Vitinho e da Duda",0,1354528521541066758,0,cleberbroch,250001621439,https://www.instagram.com/cleberbroch,1,https://twitter.com/cleberbroch?s=21&t=LuTKEnPYPsQBkjddll-TBQ,cleberbroch,1,1,1,0,0,0,567.1417939814816,0.0,0.0
Waldemar Borges,waldemar_borges,2017-01-12T22:22:33.000Z,,0,819670932398735360,0,waldemar_borges,170001620382,https://www.instagram.com/waldemar_borges/,1,https://twitter.com/WaldemarBorges,waldemarborges,1,0,22,22,16,0,2043.067673611111,0.0,0.0
Jefferson Vinco,JeffersonVinco,2022-03-06T14:56:17.000Z,Candidato a Deputado Estadual 50222 - Vivência BXD - ZO - Um prof cruzando o Rio com geografia e afeto - Mestre em Geografia Urbana.,0,1500485046129635330,0,jeffersonvinco,190001600442,https://www.instagram.com/jeffersonvinco/,1,https://twitter.com/JeffersonVinco,jeffersonvinco,1,1,97,44,89,0,164.37758101851853,0.0,5.0
Erika Santos,ErikaSantos4537,2020-11-05T18:19:20.000Z,,0,1324415945570398208,0,erikasantos4537,250001612111,https://www.instagram.com/erikasantos4537/,1,https://twitter.com/erikasantos4537,erikasantos4537,1,1,4,92,2,0,650.236574074074,0.0,0.0
🇧🇷 Subtenente Claudio Assego 🇧🇷,claudio_assego,2012-02-20T18:31:07.000Z,"Subtenente PMGO, bacharel em direito, graduado em história, pós graduado em direito militar, especialista em previdência pública, MBA planejamento estratégico.",0,498130546,0,claudio_assego,90001695139,https://instagram.com/claudio_assego/?igshid=YmMyMTA2M2Y%3D,1,https://mobile.twitter.com/claudio_assego,claudio_assego,1,1,1276,1950,369,0,3831.2283912037037,0.0,0.0
Carlos Messalla,CarlosMessalla,2020-09-30T23:32:47.000Z,"Servidor dos Correios, militante da Unidade Classista e do PCB. Candidato ao Governo RS. Vote MESSALLA 2️⃣1️⃣  pelo PODER POPULAR e o SOCIALISMO!",0,1311448849144262656,0,carlosmessalla,210001697029,https://instagram.com/carlosmessalla,1,https://twitter.com/carlosmessalla,carlosmessalla,1,1,776,479,122,7,686.018900462963,0.0,0.0
arnaldo trelinski,arnaldotrelinsk,2014-05-22T01:51:31.000Z,,0,2558143589,0,arnaldotrelinsk,160001716181,https://www.instagam.com/arnaldotrelinsk,1,https://twitter.com/arnaldo3linski,arnaldo3linski,1,0,0,1,0,0,3009.9225578703704,0.0,0.0
Capitão Machado,cap_machado,2018-10-23T01:04:01.000Z,O Brasil espera que cada um compra o seu Dever⚓️🇧🇷,0,1054538903653441536,0,cap_machado,140001721213,https://instagram.com/cap_machado?igshid=YmMyMTA2M2Y=,1,https://twitter.com/cap_machado?t=HcaVrYrHw3OGjzEitnOx5g&s=08,cap_machado,1,1,3762,3568,12321,1,1394.9555439814815,0.0,0.0
Lúcia Helena da Luz,luciahluz_psol,2011-10-30T23:03:22.000Z,"Facebook https://t.co/aK95pptjFU

Instagram
@luciahluz_psol

WhatsApp 
51 99624-7176

E-mail
luciahluzpsol@gmail.com",0,401691613,0,luciahluz_psol,210001596935,https://instagram.com/luciahluz_psol?igshid=YmMyMTA2M2Y=,1,https://mobile.twitter.com/luciahluz_psol,luciahluz_psol,1,1,8,61,45,0,3944.0393287037036,0.0,2.0
Heloisa Helena,_Heloisa_Helena,2010-07-11T19:08:35.000Z,Avó de Júlia! Professora. Enfermeira. Fui Senadora e Candidata à Presidência. Hoje sou Candidata a Deputada Federal aqui no Rio de Janeiro.,0,165499618,1,_heloisa_helena,190001600476,https://instagram.com/_heloisa_helena?igshid=YmMyMTA2M2Y,1,https://mobile.twitter.com/_heloisa_helena,_heloisa_helena,1,1,166348,461,17186,401,4420.202372685185,0.0,0.0
Zé Roberto Lula,ZeRobertoLula,2011-04-28T12:42:48.000Z,"Deputado estadual eleito pelo PT-TO, engenheiro e fã do universo.",0,289318056,0,zerobertolula,270001612034,https://instagram.com/zerobertolula,1,https://twitter.com/ZeRobertoLula?t=d7r-dcmw9hP8TAm_Ah5nYg&s=09,zerobertolula,1,1,824,636,1718,6,4129.4702777777775,0.0,0.0
Fabiano Da Luz,fabianodaluzsc,2016-12-27T00:32:34.000Z,"Pai de três filhas e um rapaz, marido da Cris, Prefeito de Pinhalzinho por dois mandatos consecutivos e Deputado Estadual por SC 🌟",0,813543058457423872,0,fabianodaluzsc,240001679627,https://instagram.com/fabianodaluzsc,1,https://twitter.com/fabianodaluzsc,fabianodaluzsc,1,1,282,60,291,10,2059.977384259259,0.0,0.0
Ana Perugini,anaperugini,2009-08-19T17:28:06.000Z,"Advogada, pós-graduada em gestão pública, servidora pública TJ/SP. Deputada federal (2015-2019), estadual (2007-2014) e vereadora (2005-2006).",0,67061352,1,anaperugini,250001611809,https://www.instagram.com/anaperugini/,1,https://twitter.com/anaperugini,anaperugini,1,1,5012,1003,10040,0,4746.272152777778,0.0,4.0
Miguel Rossetto,MiguelSRossetto,2016-03-29T23:33:04.000Z,"Candidato a Dep. Estadual 13000. Sociólogo e Mestre em Políticas Públicas. Fui Dep. Federal, Vice-Governador do RS com Olívio Dutra, e Ministro de Lula e Dilma.",0,714958583239151616,1,miguelsrossetto,210001610633,https://www.instagram.com/miguelsrossetto,1,https://www.twitter.com/miguelsrossetto,miguelsrossetto,1,1,6836,910,2049,34,2332.0187037037035,0.0,5.0
Paulo Proieti,PauloProieti,2021-09-21T17:17:35.000Z,,0,1440364497756037128,0,pauloproieti,250001597701,https://instagram.com/pauloproieti,1,https://www.twitter.com/PProieti,pproieti,1,0,0,4,5,0,330.2794560185185,0.0,0.0
Francisco Praciano,pracianoam,2022-06-22T23:05:48.000Z,Candidato a deputado estadual pelo PT de número 13610. 4 vezes vereador e 2 vezes deputado federal!,0,1539743614032613379,0,pracianoam,40001633261,https://instagram.com/pracianoam,1,https://twitter.com/pracianoam,pracianoam,1,1,8,14,20,0,56.03763888888889,0.0,5.0
Domingos Neto,domingosneto,2008-12-29T02:39:52.000Z,SDE 3 @Amazon,0,18440262,0,domingosneto,60001601183,https://www.instagram.com/domingosneto/,1,https://twiter.com/domingos_neto,domingos_neto,1,0,83,75,11,5,4979.888981481482,0.0,0.0
Paulo Lemos,plemos,2009-02-10T18:09:25.000Z,,0,20531126,0,plemos,80001651994,https://instagram.com/plemos?igshid=YmMyMTA2M2Y=,1,https://twitter.com/philipe_lemos,philipe_lemos,1,0,34,0,1,0,4936.243460648148,0.0,0.0
Michelle Andrews da Bancada das Manas,mi_andrews,2011-04-20T05:14:37.000Z,"Mulher negra e feminista, ativista pela cultura. Defensora dos Direitos Humanos. Candidata a Deputada Estadual no AM pela Bancada das Manas vote 6️⃣5️⃣1️⃣2️⃣3️⃣",0,284903425,0,mi_andrews,40001633269,https://instagram.com/mi_andrews?igshid=YmMyMTA2M2Y=,1,https://twitter.com/mi_andrews?t=oyg0T328eDzy-VdndyRsnw&s=09,mi_andrews,1,1,1233,529,11605,12,4137.781516203703,0.0,0.0
Carolline Sardá ✊🏻,carollinesarda,2018-09-04T21:14:32.000Z,"📚 Criadora de conteúdo feminista, militante e candidata a deputada estadual em Santa Catarina pelo PSOL ☀️ 50100",0,1037086534980263943,0,carollinesarda,240001610051,https://instagram.com/carollinesarda,1,https://twitter.com/carollinesarda,carollinesarda,1,1,3015,409,9363,7,1443.1149074074076,0.0,5.0
Simone Lopes,drasimoneclopes,2022-07-28T20:12:32.000Z,Pré-Candidata a Deputada Estadual MS,0,1552748653147824128,0,drasimoneclopes,120001643176,https://instagram.com/drasimoneclopes?igshid=YmMyMTA2M2Y=,1,https://twitter.com/drasimoneclopes,drasimoneclopes,1,1,0,3,4,0,20.157962962962962,0.0,0.0
Marcos Cintra,cintramarcos,2009-10-19T12:47:11.000Z,"Jornalista, doutor em Energia (IEE-USP) e Head de Relações Institucionais da Eneva. Energia, política & economia",0,83591153,0,cintramarcos,280001644129,https://instagram.com/cintramarcos?igshid=YmMyMTA2M2Y=,1,https://twitter.com/marcoscintra?s=11&t=ogJh4DhbnGUik7zjQjbinw,marcoscintra,1,0,39,84,2,2,4685.467233796297,0.0,0.0
Rubens Ferreira,rubao_df,2011-12-17T21:12:12.000Z,,0,439492417,0,rubao_df,70001666643,https://www.instagram.com/rubao_df/,1,https://twitter.com/rubaodistrital/,rubaodistrital,1,0,4,0,76,0,3896.1165277777777,0.0,0.0
Luiz Padilha 30900,luizpadilha30,2017-03-02T21:38:03.000Z,Candidato a Deputado Estadual. O único de Bagé que não usa dinheiro do Fundão Eleitoral. Vote 30900,0,837416738207719425,0,luizpadilha30,210001597033,https://www.instagram.com/luizpadilha30/,1,https://twitter.com/luizpadilha30,luizpadilha30,1,1,285,354,5293,0,1994.0985763888891,5.0,5.0
1616 - Professor Wanderson Rocha,wandersonpstubh,2009-07-13T13:05:00.000Z,Vote 1️⃣6️⃣1️⃣6️⃣ -  Deputado Federal pelo PSTU e o Polo Socialista Revolucionário! https://t.co/YmaDCJtrwo…,0,56366538,0,wandersonpstubh,130001644583,https://www.instagram.com/wandersonpstubh/,1,https://twitter.com/wandersonpstubh,wandersonpstubh,1,1,336,569,2861,12,4783.454861111111,4.0,0.0
Fernando Holiday | 3055,FernandoHoliday,2009-12-15T22:58:17.000Z,"Candidato a deputado federal por São Paulo | 3055

Professor, Católico, vereador pelo @partidonovo30 em São Paulo 🏆 Forbes 30 under 30 🏳️‍🌈",0,97081119,1,fernandoholiday,250001597710,https://instagram.com/fernandoholiday,1,https://www.twitter.com/fernandoholiday,fernandoholiday,1,1,306418,754,14910,483,4628.042858796296,4.0,4.0
Cynthia Michels,acynthiamichels,2009-07-28T22:25:39.000Z,"São Paulo, por tudo o que faz, merece muito mais! Vamos juntos colecionar vitórias para o nosso estado 🙌 Cynthia Michels Deputada Estadual 40888",0,61037672,0,acynthiamichels,250001620584,https://www.instagram.com/acynthiamichels/,1,https://twitter.com/acynthiamichels,acynthiamichels,1,1,81,276,588,2,4768.065520833333,0.0,5.0
Dr Vinicius Rodrigues,drviniciussp,2017-11-27T03:06:36.000Z,Candidato a Deputado Federal pelo PL SP. Ex Secretário de Saúde de Sorocaba. Sorocabano e Médico. 🙏🏽🇧🇷❤️,0,934981757551697920,0,drviniciussp,250001611313,https://instagram.com/drviniciussp,1,https://twitter.com/drviniciussp,drviniciussp,1,1,7181,778,4384,10,1724.8704166666666,0.0,0.0
wedson de castro,wedsoncastro,2009-07-27T14:48:56.000Z,,0,60616176,0,wedsoncastro,30001606534,https://www.instagram/wedsoncastro,1,https://www.twitter.com/wedsoncastrojor,wedsoncastrojor,1,0,0,1,0,0,4769.382685185185,0.0,0.0
Carmen Foro,carmenforo,2010-11-05T23:20:04.000Z,,0,212390536,0,carmenforo,140001620895,https://www.instagram.com/carmenforo/,1,https://twitter.com/CarmenForoPT?t=IhZFTzlgdJH-4M4-seZNwA&s=09,carmenforopt,1,0,8,5,0,1,4303.027731481482,0.0,0.0
Marina Helena,marinahelenabr,2020-02-11T12:05:52.000Z,Candidata a deputada federal por SP | Economista | Ex-CEO Instituto Millenium | Diretora de Desestatização do Ministério da Economia (2019),0,1227202002066837504,0,marinahelenabr,250001597695,https://instagram.com/marinahelenabr,1,https://www.twitter.com/marinahelenabr,marinahelenabr,1,1,15091,342,1047,57,918.4959259259259,0.0,4.0
Diego Afonso,diegoafonsoam,2010-03-28T21:30:03.000Z,"Candidato a Deputado Federal
Pres. do União Brasil Manaus
2° Vice-Presidente da CMM
Empreendedor
#oAmazonasProntoProFuturo",0,127332957,1,diegoafonsoam,40001618453,https://www.instagram.com/diegoafonsoam,1,https://www.twitter.com/diegoafonsoam,diegoafonsoam,1,1,1825,1001,3665,13,4525.104131944444,0.0,0.0
Alceu Moreira 1500 🇧🇷,Alceu_Moreira,2010-02-03T16:41:53.000Z,🟩🟥🟨 Deputado federal eleito pelos gaúchos no 3º mandato e presidente nacional da Fundação Ulysses Guimarães.,0,111045942,1,alceu_moreira,210001647853,https://instagram.com/alceu_moreira?igshid=YmMyMTA2M2Y=,1,https://twitter.com/alceu_moreira?s=21&t=JoTSXH3elESfYzw5NfClTg,alceu_moreira,1,1,9932,738,18757,199,4578.304247685185,4.0,0.0
Christiane Yared,ChristianeYared,2014-08-05T04:48:47.000Z,"Por uma #Curitiba mais humana, digna e cidadã.",0,2708308806,0,christianeyared,160001603305,https://www.instagram.com/christianeyared/,1,https://twitter.com/christianeyared,christianeyared,1,1,5223,307,2320,104,2934.7994560185184,0.0,0.0
Fina Finessi,finafinessi,2019-02-28T19:47:31.000Z,Candidato a Deputado Estadual - PL/SP Sorocaba | Empreendedor | Direito | Anti-Lula,0,1101207287069323266,0,finafinessi,250001610189,https://instagram.com/finafinessi,1,https://twitter.com/finafinessi?s=21&t=wP6_nCj3sx1Eqo1HkQprkA,finafinessi,1,1,359,580,324,0,1266.1753356481481,0.0,0.0
Daniel Maia,danimaia,2009-02-07T16:40:23.000Z,,0,20318404,0,danimaia,190001613474,https://www.instagram.com/danimaia/,1,https://mobile.twitter.com/DaniMaiaRJ,danimaiarj,1,0,64,0,30,1,4939.305289351852,0.0,0.0
Dr. Elton,dreltonjr,2016-06-05T01:39:55.000Z,"Nasci para servir. Isto envolve uma decisão. Pode haver sofrimento, mas vou cumprir o meu chamado.",0,739270494629842946,0,dreltonjr,250001643810,https://www.instagram/dreltonjr,1,https://www.twitter/dreltonjr,dreltonjr,1,1,715,461,721,1,2264.930613425926,0.0,0.0
Raiz Trabalhista🌹✊,raiztrabalhista,2020-05-21T22:07:53.000Z,"Somos um espaço de debate e informação politica, especialmente da historia do trabalhismo brasileiro, Baixada Santista - SP
Coordenador:@DrMarcioAurelio",0,1263592319787298817,0,raiztrabalhista,250001643640,https://instagram.com/raiztrabalhista,1,https://twitter.com/raiztrabalhista,raiztrabalhista,1,1,1188,1087,4522,4,818.0778587962964,0.0,0.0
Bruno Vianna,brunoviannaRJ,2011-12-05T12:39:57.000Z,. . . !!!!,0,428993124,0,brunoviannarj,190001612166,https://www.instagram.com/brunoviannarj/,1,https://twitter.com/brunoviannaofc,brunoviannaofc,1,0,8,9,18,0,3908.4722569444443,0.0,0.0
Flavio Serafini,flavioserafini,2009-07-17T13:11:51.000Z,"Illustratore e Ciclista.
Architectural illustrator and Cyclist.",0,57638683,0,flavioserafini,190001600457,https://instagram.com/flavioserafini,1,https://twitter.com/serafinipsol,serafinipsol,1,0,242,1131,2107,2,4779.450104166667,0.0,0.0
Pastora Patrícia,PastoraPatricia,2021-01-19T10:06:34.000Z,⛪ Pastora na 7ª Igreja Quadrangular de Francisco Beltrão-PR | 📚 Teóloga | 🇧🇷 Conservadora | 🚼 Mãe de 2 filhos | 👥 Esposa de Mauro Bonissoni.,0,1351471058281508865,0,pastorapatricia,160001621932,https://www.instagram.com/pastorapatricia,1,https://twitter.com/PastoraPatricia,pastorapatricia,1,1,76,0,2,0,575.5787731481481,0.0,0.0
Denis Brasileiro,BrasileiroDenis,2013-05-09T15:52:39.000Z,,0,1415837000,0,brasileirodenis,130001619769,https://instagram.com/brasileirodenis?igshid=YmMyMTA2M2Y=,1,https://twitter.com/denisbrasileir3?s=11&t=cvnGc0Y_GHx9uRcvLTG_Vg,denisbrasileir3,1,0,1,5,0,0,3387.3384375,0.0,0.0
Dário Deputado Federal 5042 🪴,dario4e20,2010-03-23T17:40:38.000Z,"✨Pré candidato a Deputado Federal
✊Ativista pela legalização da maconha
🌱Bloco Manjericão
☀️PSOL de Todas as Lutas",0,125727969,0,dario4e20,130001615169,https://www.instagram.com/dario4e20/,1,https://twitter.com/dario4e20,dario4e20,1,1,801,579,947,2,4530.263449074074,4.0,0.0
Andrey Dias,andreydiaspr,2019-04-28T18:37:25.000Z,Pai da Manu e da Bebela/Marido da Verônica/Corretor de Seguros/De Colombo PR/Pré-candidato Partido Novo30/,0,1122570529821556736,0,andreydiaspr,160001597832,https://instagram.com/andreydiaspr,1,https://www.twitter.com/andreydiaspr,andreydiaspr,1,1,14,125,120,1,1207.2240162037037,0.0,2.0
Antonio Weck,antonioweckrs,2017-11-11T21:33:05.000Z,"Advogado de formação, empreendedor por vocação. 
Cristão, Deus, Pátria e Família.",0,929462006570201088,0,antonioweckrs,210001605661,https://www.instagram.com/antonioweckrs/,1,https://twitter.com/antonioweckrs,antonioweckrs,1,1,78,93,182,0,1740.102025462963,0.0,0.0
Deia Batista,deiazulu,2009-03-06T00:51:57.000Z,,0,23006849,0,deiazulu,250001611762,https://www.instagram.com/deiazulu,1,https://twitter.com/deiabatista,deiabatista,1,0,37,1764,1,0,4912.963923611112,0.0,0.0
Ze Carlos da Maçã,zecarlosdamaca,2022-07-08T15:45:33.000Z,Zé Carlos,0,1545433754444898304,0,zecarlosdamaca,120001643177,https://www.instagram.com/zecarlosdamaca/,1,https://www.twitter.com/zecarlosdamaca,zecarlosdamaca,1,1,3,11,1,0,40.34336805555555,0.0,0.0
Jilmar Tatto,jilmartatto,2009-06-29T12:47:50.000Z,Secretário Nacional de Comunicação do PT. Candidato a deputado federal por São Paulo. Vamos juntos!,0,52045368,1,jilmartatto,250001610654,https://www.instagram.com/jilmartatto/,1,https://twitter.com/jilmartatto,jilmartatto,1,1,27465,907,11491,240,4797.466782407408,0.0,0.0
naiara,naiaramoraes_,2017-09-16T18:28:51.000Z,A vida é hoje.🦋🌿🤍,0,909121921622724608,0,naiaramoraes_,180001605755,https://www.instagram.com/naiaramoraes_/,1,https://twitter.com/naiaramoraespi,naiaramoraespi,1,0,772,386,15226,0,1796.2299652777776,0.0,0.0
Lucas,lucasribeiropb,2020-02-11T13:56:33.000Z,💤,0,1227229862399705089,0,lucasribeiropb,150001613756,https://www.instagram.com/lucasribeiropb,1,https://www.twitter.com/lucasribeiropb,lucasribeiropb,1,1,1,6,1,0,918.4190625,0.0,0.0
Vanda Witoto 🐜,VandaWitoto,2020-05-12T11:27:26.000Z,Formiga brava. Candidata a Deputada Federal no Amazonas.,0,1260169661557215233,1,vandawitoto,40001719226,https://www.instagram.com/vandawitoto/,1,https://twitter.com/VandaWitoto,vandawitoto,1,1,4970,168,196,76,827.5226157407407,0.0,0.0
Edilson_Pacheco,Edilson_Pacheco,2010-06-09T19:06:00.000Z,,0,153866433,0,edilson_pacheco,250001643912,https://instagram.com/edilson_pacheco,1,https://twiiter.com/EdilsonPachec10,edilsonpachec10,1,0,17,223,18,0,4452.204166666666,0.0,0.0
